uid,sci2014_label,kmeans_label,dbscan_label,hierarchical_label,spectral_label,em_label
m9xSFaSsd5OSxbSFgYDwLQ,1,1,0,3,0,0
tkTLoOZz9Kwow3EqrtB9Vg,0,0,1,2,0,1
uaM5GzwOq2VSUnDDhUzxcw,1,1,0,3,0,0
whrIcYKFPuuWMIDd6kK-nA,1,1,4,3,1,0
0xNIPLIIkG9YIYER30LWFw,0,0,1,2,0,1
9eusm0xrOMVAkcMDI_7FXw,0,0,1,2,0,1
pU5exxM6YQEHXpKrJIzUzQ,0,0,1,2,0,1
V-ikABGk1GcVs4SJiKaF1w,0,0,1,2,0,1
YDyrvTND9NxTJbMJVHVuiQ,1,1,3,3,0,0
ICq0BGOCPy-9ODLkl68LnA,0,0,1,2,0,1
gE36nVQ1pHIorZSO7L_hkQ,0,0,1,2,0,1
-jpVSqb3Jsfp5KScLPYZlA,0,0,1,2,0,1
vCCInx-alG5gyR4fmMJ0nw,0,0,1,2,0,1
t1JmK1bBlqdyCgFqwwNWjw,1,1,0,3,0,0
dv8R0VhfQaL5Ko9hX7mJ1A,0,0,1,2,0,1
Qp0rFnKX6SuWbJf2uyniXg,0,0,1,2,0,1
a3D3lxGEDlZ-XyqdZtnxSg,0,0,1,2,0,1
lYDyFGtVRwAUPZ24CZTQyA,1,1,0,3,0,0
EOUq_p5XhVkF8U85AUJ1gg,1,1,0,3,0,0
0_yqxJkSgqgY4K5iiVR6Yw,0,0,1,2,0,1
e_Syda3y11tgkPXrxZbW3w,0,0,1,2,0,1
oEkDAn0qNq8tqVeGUEcciw,0,0,1,2,0,1
IqX4iNMek0U3WCkaTCooxA,0,0,1,2,0,1
3IGuJ616x8n5b2MccO8itA,0,0,1,2,0,1
AXwlmfv6P4Ypmc5mKG4aQg,0,0,1,2,0,1
-YV1yESQXqR3vpIgBjKDsw,0,0,1,2,0,1
LqnqtcKq5cHhjB7tyoo1jA,1,1,2,3,1,0
wzxvR4BUeKxCektXl_mJaA,1,1,2,3,1,0
fAKWx4f5iJOyMPhq0kLXTQ,0,0,1,2,0,1
gv8q-Phh-7z0L-E5YxqEFA,0,0,1,2,0,1
goeTOR1zKD7k76JwLNpfZg,0,0,1,2,0,1
Xj4NPAq2efs4mzS4kFHGyQ,0,0,1,2,0,1
H8heEiHDbQj9pme2BerDwg,0,0,1,2,0,1
w-c6e7lravbZXCXUK4p6-w,0,0,1,2,0,1
MgQ_8HDXUWCAMSUHsOSjLA,0,0,1,2,0,1
b47VX_4GebvqcvgMkHYOgw,0,0,1,2,0,1
aBXJK7fk2GDhDmgJEKiBeA,1,1,0,3,0,0
nW5XUkINHHTY39zs93Ylog,0,0,1,2,0,1
GDLdcIg-iqcH_bSJ-L419g,0,0,1,2,0,1
VZCgZkSKqCNIT_n5kK-wvQ,0,0,1,2,0,1
YeXBOAuleaaT_xppUbsRDA,0,0,1,2,0,1
huh9GVRgTm2ODK2QLTEQ5Q,0,0,1,2,0,1
nnoHOwT3lukuA3sbXRpvwQ,0,0,1,2,0,1
rZTwF0-t4bTfLCbPVOr4jA,0,0,1,2,0,1
hPf-BPNCY3FRf5MEOFMMcw,0,0,1,2,0,1
lje1x_yw2jQ5LekERnD8iQ,0,0,1,2,0,1
8KYo9RYlFjwCQRLiZad6DA,0,0,1,2,0,1
PIZzxev3cV11NZ-9dScJlg,0,0,1,2,0,1
Sz-mLvVPh30My3qRAo67qw,0,0,1,2,0,1
aArRlWhMPWKDAPgEWZiYCA,0,0,1,2,0,1
1HvleSOY1dn7KtHPv2xCTQ,0,0,1,2,0,1
J2j0PBxPAXU5i7M0rrgfGg,1,1,4,3,1,0
ccIa9Xj2r8lFnYB7seE5LA,2,2,-1,1,0,2
QjGlPw5HIDLQ5SIjocD0GQ,0,0,1,2,0,1
MwGnBdL0FP8RRBOXFHnDzA,0,0,1,2,0,1
_yN7qnhWN09E3v1c62t3fQ,0,0,1,2,0,1
Gmy3-MKNpoPmfc0wQ-TjZA,0,0,1,2,0,1
4GpIJnEJUBQx-pRNJE2cBQ,1,1,0,3,0,0
US9PnIUuuTdDBZL56jrwKQ,1,1,0,3,0,0
VXY5ew79s-A_jLDjpQasFg,0,0,1,2,0,1
2cQ1DaA9eVmmkIXWPWMu1g,1,1,0,3,0,0
n0eiO3H8V5jV2EeEW5xdRA,0,0,1,2,0,1
T5zB5l3RD-gchU2pOBkiEA,0,0,1,2,0,1
FoVZlbbz0e19YiOR8DCYLA,1,1,3,3,0,0
ZBWhfINK02h0KqQuElH1LA,1,1,0,3,0,0
GWLoXwI7-HS7V7_Wmaq3ZQ,0,0,1,2,0,1
f5GlyvjkLgGS6o5NbDJxpA,0,0,1,2,0,1
G4BCxRQ_fWyudsac22VQ0g,1,1,0,3,0,0
w_dZ3beSUs_wwkkPudBrsw,0,0,1,2,0,1
bQQ8kGcF-i4Q6CpCLAmYRg,0,0,1,2,0,1
9WvuooWIiDaLJyjozxGI6w,1,1,0,3,0,0
_p0ev0kuAtkg9XR8jTnNHQ,0,0,1,2,0,1
Sv_kkjEu-9CBiD0YD7bqkQ,0,0,1,2,0,1
In41Caw5xu7f7TCFrWsjsw,0,0,1,2,0,1
BzVbyuMceUf-plTz3z3iYg,0,0,1,2,0,1
F15B7mVThKsFWMwaZKLzQg,0,0,1,2,0,1
lyxvWcFLoho5AB_GzZmdhw,0,0,1,2,0,1
u1iGfp_gv1sUENYdhknLHg,0,0,1,2,0,1
MEBWOaNi0y47Aa69iTutjQ,0,0,1,2,0,1
0aEIDIxXUo5cf1ZH7ky3cA,0,0,1,2,0,1
3G7TTnQsanjXJFKC3AGiDw,0,0,1,2,0,1
Ljn-mMBlxyh3UgJtL1zLkw,1,1,0,3,0,0
NwQKDekLl0ttb7KuBZdUlw,0,0,1,2,0,1
ke3j3JinG0B3zk680RhgGg,0,0,1,2,0,1
jag0GNRboEvGUUXMQG-oXw,0,0,1,2,0,1
7iljWwtMZPH6gjDY9DKa6Q,0,0,1,2,0,1
NEYb05_izcyqzACOFfBw0A,0,0,1,2,0,1
yPyXt3P7KPxdlXTzuHonpQ,1,1,0,3,0,0
PPBPboewbic7n-f1a0zCgQ,0,0,1,2,0,1
HI7Z8YqOB51uvtj6YHUakQ,0,0,1,2,0,1
IYtdog42Vn9m7tqfzoKRhQ,0,0,1,2,0,1
bg5TgfNOU82Kx9XxNFTOSQ,0,0,1,2,0,1
X-UVC0VsJCiyEBfEhPOG1Q,0,0,1,2,0,1
9ATXlc0QrH4epI8lzT7Q7w,0,0,1,2,0,1
GHSnL5z9mrNFP6o_x-ngFQ,0,0,1,2,0,1
ud2DgfqpY1JQZpGK7ROz5g,0,0,1,2,0,1
Lf2xdMOPrV4GpfABV-Rsrw,1,1,0,3,0,0
-h1egejDRkjnpm44_mRbAw,0,0,1,2,0,1
YUmhk1asR9N9Z6LVVPJ-7g,0,0,1,2,0,1
GUHZNo_6n-zNjtz3CD27NA,0,0,1,2,0,1
l0ib_TpZWaUj0m9S65S1lA,0,0,1,2,0,1
kx1fjGVw8JAcWG4YUYYk7w,0,0,1,2,0,1
FXo3wDhgZlQov6-sxYE63g,0,0,1,2,0,1
_1S1N4Ajq8-RUue1mnnvng,1,1,0,3,0,0
VLYpoOmycNzZNc2N0dBf8Q,0,0,1,2,0,1
zydvB4z5iqQ749LDFvqAmA,1,1,0,3,0,0
mNY0P91qvXTf0i5pC4h2nw,0,0,1,2,0,1
Ydv1CUhVtIaBFmVf_rmuyg,1,1,0,3,0,0
P0uMGKTAnjQaOCqkWe7K9w,0,0,1,2,0,1
WoN0IxRHxosCRK70oI1WcA,1,1,2,3,1,0
kF0yInL_zhYClFeTrKdRxA,0,0,1,2,0,1
G9Se6o-Zerj5zdbjCJh85Q,0,0,1,2,0,1
0Ug7G3HQ59JE0M4gRmqqrw,1,1,0,3,0,0
-9tvXZauwIIpyy9J-moV6A,0,0,1,2,0,1
ndzlwDxmjhBmnPGRh7NtUw,0,0,1,2,0,1
VXrUbsamPQ6oeOOj91UZEQ,0,0,1,2,0,1
LX_qGPxwL_p-uOgOV_luHA,1,1,2,3,1,0
ljlvnY5r1nvcYmQG_Asjvw,0,0,1,2,0,1
AFCGei97rV53X7HMsrEG7w,0,0,1,2,0,1
LXJ1F3fCZqlLHeJfAhhxRQ,1,1,3,3,0,0
nJovuXwL-hoT5l5URRBIIQ,1,1,0,3,0,0
AM58nBGi1kPghjy9I4sX3A,0,0,1,2,0,1
BjJpdRdihOz6o2DLZwqeuQ,1,1,3,3,0,0
X-tYzjY7hHDeqFwLsTbUww,1,1,0,3,0,0
TxHx1fb8O_MsfQB_ODdTQg,0,0,1,2,0,1
xdMGWDVIzhov0f_ZDWjnFg,0,0,1,2,0,1
TGbmqK0nSWGW12iXSugKpw,0,0,1,2,0,1
dils1_8BuzqAeFLbzv8MHg,1,1,0,3,0,0
KvYmBtgH-v5qakCOZ47Bzw,0,0,1,2,0,1
-3plscB6Xvb6K8f1rnTQRQ,0,0,1,2,0,1
BxMLhVvJu7PTobIbOJcxCg,0,0,1,2,0,1
oCFfRCC0Gzj4ixjJg8mWwg,0,0,1,2,0,1
dQm7mXUyHfKBmUj0aQMSnQ,1,1,0,3,0,0
LPCBgfpnktwiwlnExzbDQg,0,0,1,2,0,1
ttbrXLthd-vAzoTmpAK4qA,0,0,1,2,0,1
evGeOv6zB5BysUfwQjaeiw,0,0,1,2,0,1
DS66KcrKEYk-m2SkK7YSDA,1,1,0,3,0,0
wTBraVqOzEAA6QWX5XDT2A,0,0,1,2,0,1
WggMyifhyofa_JllwguSDA,1,1,3,3,0,0
e9bVxMuG-1NIJWqT_pDEmQ,1,1,2,3,1,0
EPN5VVCDfBWxDcP8TXbM_Q,0,0,1,2,0,1
h0jMVxkvuaT-pWTi3OaLJg,0,0,1,2,0,1
FyPwgUZwwqOXAOdGko8hCQ,0,0,1,2,0,1
hAc7sJ3Mb1C16xeGJOYeEQ,0,0,1,2,0,1
EXyK0OEIjp8YhdjPYwrmXQ,0,0,1,2,0,1
GSY3P8HjhqWN-WkIOPTUPA,0,0,1,2,0,1
lp5b-DWedMFTSWk3xj0UnA,1,1,0,3,0,0
nVqMleABE7N0veECwuM1kg,1,1,3,3,0,0
EJXVipSqYpLEEpZXot500Q,1,1,0,3,0,0
7eFy-LxZuvS2K6PAQoibBA,1,1,4,3,1,0
2KBZqCpU2WcrEORTqEXORA,0,0,1,2,0,1
jQskARJf8J5iFIvWmkjYcg,0,0,1,2,0,1
Ipo3fEMR57QqnCPOpw-osw,1,1,4,3,1,0
n_2v2-XiYKZ9LIvvGEQBXw,0,0,1,2,0,1
eDu1c6WKb7huvbX7rBOjJg,0,0,1,2,0,1
CJyE8aYfE5cD10WPidLZ7w,0,0,1,2,0,1
ldbfhRiBEdmqaHqg1MbBmw,1,1,0,3,0,0
nTaJl0K-BvOnnYXWLPuNPQ,0,0,1,2,0,1
2teiFdq-0WALH2vA3bpD4A,0,0,1,2,0,1
IzP0TIIhh5Ct9Ypv15WzdA,0,0,1,2,0,1
bNPiAiswT-y2prH9JJQLyQ,0,0,1,2,0,1
uesRhYu-mpwXMyEjeUZniQ,0,0,1,2,0,1
zdS4ni8WlC3MeBmpENWT6Q,0,0,1,2,0,1
IC20CJi3IypifFZQkR2RSQ,0,0,1,2,0,1
87ESOpbAdmDGzyjOkFg7Mw,1,1,3,3,0,0
e3Cb9I5mqJlab57y4YCgkw,1,1,0,3,0,0
3bOdtteh_eZPF9oUmVJbfg,0,0,1,2,0,1
HezkzO8yTAoqhB5wtD4wgA,0,0,1,2,0,1
3LU71aRTBsvhd3y3w_2gRA,1,1,0,3,0,0
Li5JI5sWpQvjTgcw-s58XA,0,0,1,2,0,1
-GD6cLLyz6r7-cEO1u9SaA,0,0,1,2,0,1
tG_1OJgESSWTmiJdI0KsMQ,0,0,1,2,0,1
AqCCI-lvzr810FRgKepVNg,0,0,1,2,0,1
DuSUjz7gMwa7C0796V0tyg,1,1,0,3,0,0
tn5FWkugssdC1e4i-TLRNg,0,0,1,2,0,1
G-MX83kBlQUaH6j0GJsLtA,0,0,1,2,0,1
dMY1AqWIMMjRv7CFzV_8gA,0,0,1,2,0,1
J0Qq1fWdTjm_OyTQryTD-A,1,1,4,3,1,0
kxyC49Gk-_F7JRifBOIshw,1,1,0,3,0,0
kD_FScl4YPpVFjN03GW2Cg,1,1,0,3,0,0
ZlLf14chNIRbom5sDO0XwQ,0,0,1,2,0,1
-qNNiQdFEm-zZbxcqhzPUg,0,0,1,2,0,1
wvfMqWzPyZh3MAys_eyGTA,0,0,1,2,0,1
5EF_BLQK97Qaplk7rOv2iA,1,1,0,3,0,0
bEsNAVrvZ2xP07UuMZ8RAg,0,0,1,2,0,1
a6bTzfVHpzmWff3KB93J6w,1,1,0,3,0,0
Ma36ekE7AkwAwSh1-utZeQ,1,1,2,3,1,0
E-8eOpR-IYySe9vZo_LrSw,1,1,3,3,0,0
lBnXE55VPi_CuGXwEsIBKw,1,1,0,3,0,0
R0XF0iSRWgAhGbZbY2ZA4g,0,0,1,2,0,1
KyUNsfG7EYoqaicklJlSbw,0,0,1,2,0,1
bgl3j8yJcRO-00NkUYsXGQ,0,0,1,2,0,1
G7tjhSc-NkDtFQTBeeEbEA,0,0,1,2,0,1
d-mE3b7v2UsvKXnZxUc78Q,1,1,0,3,0,0
c6W4AeyclCsurQ4PCJyFpQ,0,0,1,2,0,1
-t0QCNycjxXk57iGDUYWRg,1,1,0,3,0,0
GYwsfEb_E2VHQ1jB3ILmxA,1,1,0,3,0,0
d85Ud1kZNcc6nFEQ4e8hnA,0,0,1,2,0,1
8R-yPVsE2bHDrY6xORQ5-A,0,0,1,2,0,1
8FLx3I_TfZDoWUY5TdD7Fw,1,1,0,3,0,0
7uvfAKXezRXrLWNo1VZWbA,0,0,1,2,0,1
IaCrdO80MUoYaPPymqwZrQ,0,0,1,2,0,1
a_tIaNF2OSVvI5gpVDKdhA,1,1,0,3,0,0
u-FceXd_ENf9tF7gK-7taQ,0,0,1,2,0,1
9moRB56VwKIj2uDxbMboGA,0,0,1,2,0,1
pTtAj8qn8oytnT2bzzfpNg,0,0,1,2,0,1
IWdJQYYroaKa3azEgBn2dQ,1,1,3,3,0,0
W7sQ50m0VADz-RD2To4YNQ,0,0,1,2,0,1
R6FFnEfiJ665X9e3RmksyA,0,0,1,2,0,1
wHdaMb7nckCm4oYX-siogg,1,1,0,3,0,0
3mLuSHqHNyRLkYL-3Ykw9w,0,0,1,2,0,1
2YcT2Tq6z4N16mL8jyudkQ,0,0,1,2,0,1
Mfhk2DbSVUHGUWPqv1tH1A,0,0,1,2,0,1
98hBsShULFYClJQnXoJX5Q,0,0,1,2,0,1
sg3lKLP-hDBNocBP1mL8iw,0,0,1,2,0,1
0qka5xnvBpBm7ZfGsU9oCg,0,0,1,2,0,1
fkXmjqMRexCoeuew6CzM_g,0,0,1,2,0,1
6pz5fgStx2HrMTx3k0rdQg,0,0,1,2,0,1
qt-TXVSzK1EUXtyu9Cb_VA,0,0,1,2,0,1
68pQwsrQT9K8fnqBXXkEzg,0,0,1,2,0,1
NlItxC0WLySgU4wsA2rUQA,0,0,1,2,0,1
NH778V12SNdpczpQumjySw,0,0,1,2,0,1
_xqNnwb1xj6iLHYwPWslIw,0,0,1,2,0,1
G9-FpRREaBNoCmqqpqYd_Q,2,2,-1,1,0,2
kIkzIPOiv7UE04RXWpDTxA,1,1,4,3,1,0
70BXdx7vGS_6Ch6_TxzvGg,1,1,2,3,1,0
P7faA53tM7J729IPrcIdkQ,0,0,1,2,0,1
zypGaZmq7QhyV6TZfQrayg,1,1,0,3,0,0
POAKZScwldLTMCtvezW5mA,1,1,0,3,0,0
2J4PiN1v7uaWmB6KrWRAYA,0,0,1,2,0,1
BGkTVM4kEEtMCLd3itBoYg,1,1,0,3,0,0
6rO36C5LfrXvi2Kvyo8SiA,0,0,1,2,0,1
AiF9KwV9Xfa7kG1-3sSQ1Q,0,0,1,2,0,1
XxEo1JdOO6T0jSD0ZCG2MQ,1,1,0,3,0,0
anz1kujkPmK_FpNXaHCRrg,1,1,0,3,0,0
yRtajw-lGYoOXdOdfwV9hQ,0,0,1,2,0,1
1ohCw4z23BeBPMCz5zaGyg,0,0,1,2,0,1
OMcVcdTWHQP_P4tPFacWow,0,0,1,2,0,1
dFKFtOBi9IFeVh7-_xwvuw,0,0,1,2,0,1
VorZ29OKd8PkB9hBCj2I8A,1,1,0,3,0,0
om-6BIwV3xmM1clvhHsCiQ,1,1,0,3,0,0
uBTXcNoHzYQzU8HYxa3ETQ,0,0,1,2,0,1
_TtKR6Ukk77D5KHCklnbzQ,0,0,1,2,0,1
sYtSLVYOyWavDzBU1ot5vw,0,0,1,2,0,1
IJ29XApkY2dMCAYq1_uUWQ,1,1,3,3,0,0
i6GN6WiJQMPeSEBhrd4e4A,1,1,0,3,0,0
r2jXH0XTDj2Rj_obSs5bKQ,1,1,0,3,0,0
OMIhjjRR1uyc2sNWAxPJCg,0,0,1,2,0,1
DyiUZAjIQvaLKmYV9oUKFg,1,1,0,3,0,0
wEMTBph8jowQ8fOhUhK2Nw,1,1,0,3,0,0
rNqGeXne5Ump313cxOoJMw,0,0,1,2,0,1
lYHPPlN4m_mIjAkuszeLhg,1,1,3,3,0,0
omtNj_eoB50lee3ZQr667w,0,0,1,2,0,1
0zL7833L9fjP9vEkxNrRHg,2,2,-1,1,0,2
8UMJQOMczHtN1mVqfX1OBQ,0,0,1,2,0,1
ZxY-3i0Wfih1Vh6m01bCMQ,0,0,1,2,0,1
EmziSBIjSdzy2gEYd8wwRw,0,0,1,2,0,1
HXZox6rnDegmnC_t0dJdmQ,0,0,1,2,0,1
v2_xNPOiFn3rD-fHNTCMbQ,1,1,-1,3,0,0
pL3pcmbPQe8LztupyjMn3A,0,0,1,2,0,1
DZq1kPz2WfxTEctb-iv2vg,0,0,1,2,0,1
Or9TeNizxsIukqet8fr6bQ,0,0,1,2,0,1
mhGXaSWdPhby9G5B3tU_WA,1,1,0,3,0,0
Q2JB7bdrDtbYvz-oPjBTPw,1,1,0,3,0,0
Ccbi0Bg2b9bB2FnOwOb9Xg,1,1,2,3,1,0
x2yieNs3LCylWc70anV-BA,2,2,-1,1,2,2
s6QghJT6IHNxV5MX8a66tw,1,1,2,3,1,0
SvYO3lFbdRdPknAgBDcm0Q,0,0,1,2,0,1
NunokI4xIWvjplU2JJ2fgw,1,1,0,3,0,0
-FbOHih1I4y1FLhg4vr5fw,0,0,1,2,0,1
4aNnUNkYZNsnAUWNvX_H6A,0,0,1,2,0,1
ticp0FTw-Cw8L_BAVciMxw,0,0,1,2,0,1
6QXh_EzCQvH7pjbxtiQGsA,0,0,1,2,0,1
0RR41FCL9AKSUpa_qtOPvQ,0,0,1,2,0,1
hOcBnvx8sGd_jfyrzbgrhA,0,0,1,2,0,1
A8yX1BQvhPcrUML9c3N9oQ,0,0,1,2,0,1
F6X4OXGzJaVfcJ9lU02ObA,0,0,1,2,0,1
H_4xzadTdn0MpaVD_7zFmA,0,0,1,2,0,1
QSIqTbPwILdvCr-nJO2bvw,0,0,1,2,0,1
MDQJrOIHHCMu-j2LNm4WvQ,0,0,1,2,0,1
eDUR58feQBH0_jyzWwTAmA,1,1,3,3,0,0
DVOOF0Z627DyrZ4XKQbTgA,1,1,4,3,1,0
bvRKei65HXKCzQCqiHTasQ,0,0,1,2,0,1
pJCZ4jALUL8JqJHGLd_7oQ,0,0,1,2,0,1
zu_LXQfiG2nlehJIzWmuHQ,1,1,0,3,0,0
1apOqfKeZXmGu1dSgNSyeA,0,0,1,2,0,1
AMZf5IoyUrxd7FBvqw1uiQ,1,1,0,3,0,0
ZUc4kS3M3O9tjOs34nz9Qw,1,1,0,3,0,0
Uw1NgMAWVBmJNH8N_5rQ1Q,2,2,-1,1,2,2
B5y9GurO8Jx3iPF2-FzYgw,0,0,1,2,0,1
7ySCMLKU3boAOpNYOM5ZXQ,0,0,1,2,0,1
2hYWrLdrxM_zou_AtqzInQ,0,0,1,2,0,1
_nhJ_zp_suwWnnYO88Tcsg,1,1,0,3,0,0
17qZxRhTcp_JSnEg65COkA,1,1,3,3,0,0
Y_3qfP_ZoWSv2czXIdZyQA,0,0,1,2,0,1
tkX-Vdi3eM4nq3aaj1kYvQ,0,0,1,2,0,1
Tm6zapORuXpM1BxCjIirng,1,1,3,3,0,0
lgtjKkdd8BHSK-d9kZuBTA,0,0,1,2,0,1
dJ0MklKKaOR6CoCNzK7n8Q,0,0,1,2,0,1
0DaPL1yLHPFmCDMPPhkreg,0,0,1,2,0,1
UqPgkhJ089gja84iCD_GHA,0,0,1,2,0,1
OKeTFYVBHt28hnEMdqSQ0A,0,0,1,2,0,1
hkzoIEuMQ7FWeoVtX4XB5Q,0,0,1,2,0,1
kpUq9uB1C5elTfVI1qQMaQ,0,0,1,2,0,1
QMLhZNSDCP75iscLD_HHFQ,0,0,1,2,0,1
QDYj_dqrAHoaoEEXvl2TmQ,0,0,1,2,0,1
S33P90wVeM4TT8gLYSZ6TQ,0,0,1,2,0,1
Znv7PuecoIlb2jDlpJG2Yg,0,0,1,2,0,1
6jeNgJg-cUy4iccmila2EA,0,0,1,2,0,1
xTGvZQTVy50XZrO7jKHQOA,0,0,1,2,0,1
EhFuH_UAKipZQk1uHlXQ8Q,0,0,1,2,0,1
rYCxdKo6-3hC4fxqIF-cag,1,1,0,3,0,0
fAu3s8aDq-fzL4kkYPEu3w,1,1,0,3,0,0
F_5c6tyRQAx8mSu6F-9hMw,0,0,1,2,0,1
uh1qv2sixgk8CLucukNWbw,0,0,1,2,0,1
pDScsO_ePLKM6snfU4oY0Q,0,0,1,2,0,1
KB0kIgSpLD1GWitEnpGlow,1,1,0,3,0,0
G4pldo-BydSCGg_-6f9C9g,1,1,4,3,1,0
7sygbnQfn1EmYT7Y38OMaw,1,1,0,3,0,0
mTkb1ftNK7GwIl5s0dgMdA,0,0,1,2,0,1
ulH0gIuGmMm7aUaenj_tQQ,1,1,4,3,1,0
LZTJlaMzbuZaya3puEoWaw,1,1,0,3,0,0
S-fnAcik2ZD-MWR83nlViQ,0,0,1,2,0,1
_Wu_slgY0WvClsYtNGyR1w,0,0,1,2,0,1
IW16zKozhzEn6El9W30gBQ,0,0,1,2,0,1
lR8xlI39O1V6Vionsv30Eg,0,0,1,2,0,1
sMjuJ9byYSXCy_A9lXzhKg,1,1,0,3,0,0
GP8rYB2y7kPlJ8ZO-Ssu1g,0,0,1,2,0,1
S-aWpC4zwEiypgmY98nsvg,1,1,3,3,0,0
ateNuclIFDRoftH1XglWUA,0,0,1,2,0,1
zap3km5FRVRgfAEatcc6IQ,0,0,1,2,0,1
YPC7MUvOMABQSuSK-djpkQ,0,0,1,2,0,1
mZnzz5HAaKNi0R9TBf1E9Q,1,1,3,3,0,0
luA3Z9KytGIFLQcHF4k0wg,0,0,1,2,0,1
z1kGXTQodh-XRb-hA7mQCQ,0,0,1,2,0,1
SaVSXZsxFSuHUJLEukXN-Q,0,0,1,2,0,1
XUxIYpJV-gDfBcFFODdjaQ,1,1,0,3,0,0
MQEMTXoOSr2G7tj_Unp0zg,0,0,1,2,0,1
AWm20iTl3MBE8-jJe1LAtQ,0,0,1,2,0,1
uYm9YJKp_qG-LBRSKqwbxA,0,0,1,2,0,1
sPTX0JEE2Bxx2ha-XSSSfA,0,0,1,2,0,1
LWwmuZJjI4jeB95fQGbG0Q,0,0,1,2,0,1
Euy9xEY-XDMMLB4rhqrJOw,0,0,1,2,0,1
LP0jnRCVLLQK9IzHFW58OQ,1,1,0,3,0,0
ezJnkGpSJYArHXXoVjvnNw,0,0,1,2,0,1
LKKWGJhp6u2QdZFeXblCnA,1,1,0,3,0,0
6z8zsOWuk2aEDe-lrBKeQA,0,0,1,2,0,1
_y68wyGW4MUYqWDNmR_siQ,1,1,0,3,0,0
OTj4bf0LgAUyUbMF3JW2vw,0,0,1,2,0,1
6ywXG7eIpGXl6rKNOylHDA,0,0,1,2,0,1
qy-4xeJUXO-bHT6OFM-e3w,0,0,1,2,0,1
bHg7FD6hLpCw1PwfsnbFQQ,0,0,1,2,0,1
u7Fm4lu_JvzCOfCEwknMOg,0,0,1,2,0,1
l9yAXHecEHKd3IUm-yzg7Q,0,0,1,2,0,1
wpDRN20KiAHX_PrzynNukQ,1,1,0,3,0,0
MF4o_gRK4DujLhqyXeBgGg,0,0,1,2,0,1
7QPnFjWTMoIH9iRLoGXl3Q,0,0,1,2,0,1
pJuIeQkbx46b4sQRV-_BRQ,0,0,1,2,0,1
yREeJYCTQvxqz1MLpbJN_A,0,0,1,2,0,1
9hmAKVRfY7Vw_tOJ_3P8pg,1,1,0,3,0,0
Pln0acvUSg8b8Fr9egrHwA,1,1,0,3,0,0
Zc7DA_EIkZhLPDRe4Yf77g,0,0,1,2,0,1
Q7t7isNs3RksmTuiPD9jow,0,0,1,2,0,1
sY6NYno3w4pp12ps4rJp-Q,0,0,1,2,0,1
WnfKVYCrbys2JZParw38yg,0,0,1,2,0,1
toPIPvcayc58-q9nhyMDdQ,1,1,0,3,0,0
IIyeBKQJmx_1YYlGlxW4Cw,0,0,1,2,0,1
YoUWLbA61tojtTk3-jru8g,1,1,2,3,1,0
F0090dseJzgljaOtEzpvUQ,0,0,1,2,0,1
DjZXkaYmIFEIig0nsmgPOQ,0,0,1,2,0,1
UPWNw8xPjnLWHaGkhM5hPA,1,1,0,3,0,0
ZbOsl2oBg4twoOg0ek68rA,0,0,1,2,0,1
VCKv4Y56Qthsy4V3cKTX_Q,0,0,1,2,0,1
oHn8F-aeP5vKrDMVKDEvbw,1,1,0,3,0,0
Pj5KywAq6ZbxKLW3g18QPQ,1,1,0,3,0,0
Xew-06y3Hrn04OaOknUENA,1,1,0,3,0,0
Y2ogsmFGihuRr6NT3SubIg,0,0,1,2,0,1
YxhPLWar0qlT1T2CyMU3mQ,1,1,0,3,0,0
rcm4H-04aw22-PKhpjIFCg,0,0,1,2,0,1
ZqSqUVG5EmNxi5fWcx3DgQ,0,0,1,2,0,1
7h4_BoZOk9zq6Xf3sX4Jqg,1,1,3,3,0,0
yn49fylKtUIyCZROYr0-jw,0,0,1,2,0,1
07J1AEO8RiQGd2bdT7J_ig,1,1,0,3,0,0
un0LVvPkMW-XYo-zvt4aHg,0,0,1,2,0,1
Oy_IBZThkZB_KHdX92HJqQ,0,0,1,2,0,1
UAB1Zyg6Q0oEpXeYRf5K_g,1,1,0,3,0,0
a180EukAvwHDXsTl4bUHKA,0,0,1,2,0,1
ovGcSqLo0rqYMgnM6ejfVQ,0,0,1,2,0,1
NfiCjguOWoyec_EyP02n8g,0,0,1,2,0,1
_ABW3WfHuGEMTfA-sDaoeQ,2,2,-1,1,0,2
t3ld1W1Lf4-qePl7uk5sBg,0,0,1,2,0,1
doFji_4uI04v4BCCY5MkfA,0,0,1,2,0,1
z5Qtqd0VqX_Ouhy3ZLO17g,0,0,1,2,0,1
Cb8tAnTeSTJjFnyI02I_qw,0,0,1,2,0,1
-2dveKnYE-CVWXnXafoNKA,0,0,1,2,0,1
Tl4InNaMngT-xBzQcUOzGQ,0,0,1,2,0,1
nT_0ENY6TTMj6JjOVvSmfA,0,0,1,2,0,1
uGxZOt9oxO92nkuXniJf-w,0,0,1,2,0,1
L8yMLcRg7L7JZX80l6jRBA,0,0,1,2,0,1
NmoHU_OimyUUN0SKBT8EEA,0,0,1,2,0,1
WCz1Y2srD_kjXGEWZQ9fAA,1,1,4,3,1,0
OJi2x8hoIuDGZGhhWy-Y1Q,0,0,1,2,0,1
Daz9VNKUbIFMqc60UNVKEA,1,1,0,3,0,0
v6ISShJ3VqfMNOVDQNYsjg,1,1,0,3,0,0
oL-XGGxD6vsMgjKK_2HLeQ,1,1,0,3,0,0
